File Name;Execution;Number of vertices;Number of edges;Min count;Max count;Hottest blocks;Random hottest guess;Random hit;Nested hottest guess;Nested hit;Benchmark link
extr_linuxdriversnetethernetfreescaledpaadpaa_eth.c_bpool_buffer_raw_size.c;0;8;10;0;101;10;15;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetfreescaledpaadpaa_eth.c_bpool_buffer_raw_size.c
extr_linuxdriversnetethernetfreescaledpaadpaa_eth.c_bpool_buffer_raw_size.c;1;8;10;0;256;10;15;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetfreescaledpaadpaa_eth.c_bpool_buffer_raw_size.c
extr_linuxdriversnetethernetfreescaledpaadpaa_eth.c_bpool_buffer_raw_size.c;2;8;10;0;11;10;15;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetfreescaledpaadpaa_eth.c_bpool_buffer_raw_size.c
extr_linuxdriversnetethernetfreescalefmanfman_memac.c_get_mac_addr_hash_code.c;0;9;11;1;48;9;21;0;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetfreescalefmanfman_memac.c_get_mac_addr_hash_code.c
extr_linuxdriversnetethernetfreescalefmanfman_memac.c_get_mac_addr_hash_code.c;1;9;11;1;48;9;21;0;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetfreescalefmanfman_memac.c_get_mac_addr_hash_code.c
extr_linuxdriversnetethernetfreescalefmanfman_memac.c_get_mac_addr_hash_code.c;2;9;11;1;48;9;21;0;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetfreescalefmanfman_memac.c_get_mac_addr_hash_code.c
extr_linuxdriversnetethernethuaweihinichinic_hw_eqs.c_eq_cons_idx_checksum_set.c;0;5;6;1;9;2;9;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernethuaweihinichinic_hw_eqs.c_eq_cons_idx_checksum_set.c
extr_linuxdriversnetethernethuaweihinichinic_hw_eqs.c_eq_cons_idx_checksum_set.c;1;5;6;1;9;2;9;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernethuaweihinichinic_hw_eqs.c_eq_cons_idx_checksum_set.c
extr_linuxdriversnetethernethuaweihinichinic_hw_eqs.c_eq_cons_idx_checksum_set.c;2;5;6;1;9;2;9;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernethuaweihinichinic_hw_eqs.c_eq_cons_idx_checksum_set.c
extr_linuxdriversnetethernetibmeheaehea_phyp.c_get_order_of_qentries.c;0;4;5;1;7;1;6;0;1;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetibmeheaehea_phyp.c_get_order_of_qentries.c
extr_linuxdriversnetethernetibmeheaehea_phyp.c_get_order_of_qentries.c;1;4;5;1;8;1;6;0;1;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetibmeheaehea_phyp.c_get_order_of_qentries.c
extr_linuxdriversnetethernetibmeheaehea_phyp.c_get_order_of_qentries.c;2;4;5;1;4;1;6;0;1;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetibmeheaehea_phyp.c_get_order_of_qentries.c
extr_linuxdriversnetethernetintele1000emanage.c_e1000_calculate_checksum.c;0;8;10;0;11;6;14;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetintele1000emanage.c_e1000_calculate_checksum.c
extr_linuxdriversnetethernetintelfm10kfm10k_common.c_fm10k_unbind_hw_stats_q.c;0;5;6;1;256;5;13;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetintelfm10kfm10k_common.c_fm10k_unbind_hw_stats_q.c
extr_linuxdriversnetethernetintelfm10kfm10k_common.c_fm10k_unbind_hw_stats_q.c;1;5;6;1;11;5;13;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetintelfm10kfm10k_common.c_fm10k_unbind_hw_stats_q.c
extr_linuxdriversnetethernetintelfm10kfm10k_common.c_fm10k_unbind_hw_stats_q.c;2;5;6;0;1;"0;5;13";13;1;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetintelfm10kfm10k_common.c_fm10k_unbind_hw_stats_q.c
extr_linuxdriversnetethernetinteli40ei40e_main.c_i40e_fill_rss_lut.c;0;5;6;1;256;4;10;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetinteli40ei40e_main.c_i40e_fill_rss_lut.c
extr_linuxdriversnetethernetinteli40ei40e_main.c_i40e_fill_rss_lut.c;1;5;6;1;11;4;10;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetinteli40ei40e_main.c_i40e_fill_rss_lut.c
extr_linuxdriversnetethernetinteliceice_main.c_ice_fill_rss_lut.c;0;5;6;1;11;3;9;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetinteliceice_main.c_ice_fill_rss_lut.c
extr_linuxdriversnetethernetintelixgbeixgbe_common.c_ixgbe_calculate_checksum.c;0;8;10;0;11;6;14;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetintelixgbeixgbe_common.c_ixgbe_calculate_checksum.c
extr_linuxdriversnetethernetmarvellmv643xx_eth.c_addr_crc.c;0;12;15;1;54;11;24;0;11;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetmarvellmv643xx_eth.c_addr_crc.c
extr_linuxdriversnetethernetmarvellmv643xx_eth.c_addr_crc.c;1;12;15;1;54;11;24;0;11;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetmarvellmv643xx_eth.c_addr_crc.c
extr_linuxdriversnetethernetmellanoxmlx4main.c_choose_log_fs_mgm_entry_size.c;0;10;14;0;3;15;19;0;2;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetmellanoxmlx4main.c_choose_log_fs_mgm_entry_size.c
extr_linuxdriversnetethernetmellanoxmlx4main.c_choose_log_fs_mgm_entry_size.c;1;10;14;0;3;15;19;0;2;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetmellanoxmlx4main.c_choose_log_fs_mgm_entry_size.c
extr_linuxdriversnetethernetmellanoxmlx4main.c_choose_log_fs_mgm_entry_size.c;2;10;14;0;3;15;19;0;2;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetmellanoxmlx4main.c_choose_log_fs_mgm_entry_size.c
extr_linuxdriversnetethernetmellanoxmlx5coreen_fs_ethtool.c_mask_spec.c;0;5;6;1;256;5;15;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetmellanoxmlx5coreen_fs_ethtool.c_mask_spec.c
extr_linuxdriversnetethernetmellanoxmlx5coreen_fs_ethtool.c_mask_spec.c;1;5;6;1;11;5;15;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetmellanoxmlx5coreen_fs_ethtool.c_mask_spec.c
extr_linuxdriversnetethernetmellanoxmlx5coreen_main.c_mlx5e_build_default_indir_rqt.c;0;5;6;1;11;3;10;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetmellanoxmlx5coreen_main.c_mlx5e_build_default_indir_rqt.c
extr_linuxdriversnetethernetxilinxxilinx_emaclite.c_xemaclite_aligned_read.c;0;12;15;0;64;5;29;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetxilinxxilinx_emaclite.c_xemaclite_aligned_read.c
extr_linuxdriversnetethernetxilinxxilinx_emaclite.c_xemaclite_aligned_read.c;1;12;15;0;3;"5;23";29;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetethernetxilinxxilinx_emaclite.c_xemaclite_aligned_read.c
extr_linuxdriversnethamradiomkiss.c_kiss_esc.c;0;8;11;0;256;5;24;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnethamradiomkiss.c_kiss_esc.c
extr_linuxdriversnethamradiomkiss.c_kiss_esc.c;1;8;11;0;11;5;24;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnethamradiomkiss.c_kiss_esc.c
extr_linuxdriversnethamradiomkiss.c_kiss_esc_crc.c;0;14;19;0;256;9;40;0;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnethamradiomkiss.c_kiss_esc_crc.c
extr_linuxdriversnethamradiomkiss.c_kiss_esc_crc.c;1;14;19;0;11;9;40;0;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnethamradiomkiss.c_kiss_esc_crc.c
extr_linuxdriversnetslipslip.c_slip_esc.c;0;8;11;0;256;5;24;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetslipslip.c_slip_esc.c
extr_linuxdriversnetslipslip.c_slip_esc.c;1;8;11;0;11;5;24;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetslipslip.c_slip_esc.c
extr_linuxdriversnetwirelessathath9kar9003_eeprom.c_ar9300_comp_cksum.c;0;5;6;1;11;3;14;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessathath9kar9003_eeprom.c_ar9300_comp_cksum.c
extr_linuxdriversnetwirelessathath9kcommon.c_ath9k_cmn_count_streams.c;0;7;10;0;3;"3;6;7;11";11;1;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessathath9kcommon.c_ath9k_cmn_count_streams.c
extr_linuxdriversnetwirelessathath9kcommon.c_ath9k_cmn_count_streams.c;1;7;10;0;8;"3;6;7;11";11;1;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessathath9kcommon.c_ath9k_cmn_count_streams.c
extr_linuxdriversnetwirelessathath9kcommon.c_ath9k_cmn_count_streams.c;2;7;10;0;2;"3;6;7;11";11;1;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessathath9kcommon.c_ath9k_cmn_count_streams.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacdma.c_dma_align_sizetobits.c;0;4;5;1;7;2;6;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacdma.c_dma_align_sizetobits.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacdma.c_dma_align_sizetobits.c;1;4;5;1;8;2;6;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacdma.c_dma_align_sizetobits.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacdma.c_dma_align_sizetobits.c;2;4;5;1;4;2;6;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacdma.c_dma_align_sizetobits.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_mcs_to_ofdm_powers_nphy.c;0;8;10;0;2;5;17;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_mcs_to_ofdm_powers_nphy.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_txpwr_nphy_po_apply.c;0;5;6;1;2;4;12;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_txpwr_nphy_po_apply.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_txpwr_nphy_srom_convert.c;0;5;6;1;2;5;23;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_txpwr_nphy_srom_convert.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_txpwr_nphy_srom_convert.c;1;5;6;1;2;5;23;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_txpwr_nphy_srom_convert.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_qmath.c_qm_norm32.c;0;8;10;0;25;5;13;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_qmath.c_qm_norm32.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_qmath.c_qm_norm32.c;1;8;10;0;24;5;13;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_qmath.c_qm_norm32.c
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_qmath.c_qm_norm32.c;2;8;10;0;28;5;13;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_qmath.c_qm_norm32.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ieee80211.c_rtw_get_rateset_len.c;0;7;9;0;14;"1;6";9;0;1;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ieee80211.c_rtw_get_rateset_len.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme.c_rtw_restruct_wmm_ie.c;0;21;30;0;3;70;53;0;7;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme.c_rtw_restruct_wmm_ie.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme.c_rtw_restruct_wmm_ie.c;1;21;30;0;3;70;53;0;7;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme.c_rtw_restruct_wmm_ie.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme_ext.c_has_channel.c;0;8;10;0;256;4;15;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme_ext.c_has_channel.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme_ext.c_has_channel.c;1;8;10;0;11;4;15;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme_ext.c_has_channel.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme_ext.c_has_channel.c;2;8;10;0;1;"0;4;15;16";15;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme_ext.c_has_channel.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_bitwise_xor.c;0;5;6;1;17;3;17;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_bitwise_xor.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_bitwise_xor.c;1;5;6;1;17;3;17;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_bitwise_xor.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_ctr_preload.c;0;23;30;0;17;7;46;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_ctr_preload.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_ctr_preload.c;1;23;30;0;17;7;46;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_ctr_preload.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_mic_header2.c;0;28;37;0;17;4;67;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_mic_header2.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_mic_header2.c;1;28;37;0;17;4;67;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_mic_header2.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_mic_iv.c;0;22;29;0;7;"30;42";42;1;30;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_mic_iv.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_mic_iv.c;1;22;29;0;7;"30;42";42;1;30;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_construct_mic_iv.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_secmicputuint32.c;0;5;6;1;5;4;13;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_secmicputuint32.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_xor_128.c;0;5;6;1;17;3;17;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_xor_128.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_xor_128.c;1;5;6;1;17;3;17;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_xor_128.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_xor_32.c;0;5;6;1;5;3;17;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_xor_32.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_xor_32.c;1;5;6;1;5;3;17;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_xor_32.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_wlan_util.c_UpdateBrateTblForSoftAP.c;0;12;17;0;11;2;13;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_wlan_util.c_UpdateBrateTblForSoftAP.c
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_xmit.c_rtw_init_hwxmits.c;0;5;6;1;11;3;10;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_xmit.c_rtw_init_hwxmits.c
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821aephy.c__rtl8812ae_eq_n_byte.c;0;9;12;0;256;6;17;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtlwifirtl8821aephy.c__rtl8812ae_eq_n_byte.c
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821aephy.c__rtl8812ae_eq_n_byte.c;1;9;12;0;11;6;17;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnetwirelessrealtekrtlwifirtl8821aephy.c__rtl8812ae_eq_n_byte.c
extr_linuxdriversnfcst21nfcai2c.c_get_frame_size.c;0;11;14;0;10;"10;18";23;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnfcst21nfcai2c.c_get_frame_size.c
extr_linuxdriversnvdimmlabel.c_is_old_resource.c;0;10;13;0;256;10;21;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnvdimmlabel.c_is_old_resource.c
extr_linuxdriversnvdimmlabel.c_is_old_resource.c;1;10;13;0;11;10;21;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnvdimmlabel.c_is_old_resource.c
extr_linuxdriversnvdimmlabel.c_is_old_resource.c;2;10;13;0;1;"0;9;10;21;22";21;1;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversnvdimmlabel.c_is_old_resource.c
extr_linuxdriverspariscgsc.c_gsc_find_local_irq.c;0;8;10;0;11;4;14;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverspariscgsc.c_gsc_find_local_irq.c
extr_linuxdriverspcmciasoc_common.c_calc_speed.c;0;11;14;0;11;4;22;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverspcmciasoc_common.c_calc_speed.c
extr_linuxdriversperfarm-cci.c_is_duplicate_irq.c;0;8;10;0;11;4;14;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversperfarm-cci.c_is_duplicate_irq.c
extr_linuxdriverspinctrlspearpinctrl-spear.c_pmx_init_gpio_pingroup_addr.c;0;9;11;0;256;4;23;0;6;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverspinctrlspearpinctrl-spear.c_pmx_init_gpio_pingroup_addr.c
extr_linuxdriverspinctrlspearpinctrl-spear.c_pmx_init_gpio_pingroup_addr.c;1;9;11;0;11;4;23;0;6;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverspinctrlspearpinctrl-spear.c_pmx_init_gpio_pingroup_addr.c
extr_linuxdriverspwmpwm-tiehrpwm.c_set_prescale_div.c;0;15;19;0;2;"5;8";34;0;8;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverspwmpwm-tiehrpwm.c_set_prescale_div.c
extr_linuxdriverss390charsclp_tty.c_sclp_switch_cases.c;0;19;25;0;11;13;65;0;13;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverss390charsclp_tty.c_sclp_switch_cases.c
extr_linuxdriverss390cryptozcrypt_api.c_is_desired_ep11_card.c;0;7;9;0;11;5;15;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverss390cryptozcrypt_api.c_is_desired_ep11_card.c
extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_convert_addr_to_bits.c;0;9;11;1;2295;10;22;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_convert_addr_to_bits.c
extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_convert_addr_to_bits.c;1;9;11;1;90;10;22;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_convert_addr_to_bits.c
extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_convert_addr_to_bits.c;2;9;11;0;1;"0;5;24";22;0;10;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_convert_addr_to_bits.c
extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_fill_netmask.c;0;11;14;1;17;2;21;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_fill_netmask.c
extr_linuxdriversscsiaic7xxxaic79xx_core.c_ahd_verify_cksum.c;0;11;14;0;2;3;19;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsiaic7xxxaic79xx_core.c_ahd_verify_cksum.c
extr_linuxdriversscsiaic7xxxaic79xx_core.c_ahd_verify_cksum.c;1;11;14;0;2;3;19;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsiaic7xxxaic79xx_core.c_ahd_verify_cksum.c
extr_linuxdriversscsiaic7xxxaic7xxx_93cx6.c_ahc_verify_cksum.c;0;11;14;0;2;3;19;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsiaic7xxxaic7xxx_93cx6.c_ahc_verify_cksum.c
extr_linuxdriversscsiaic7xxxaic7xxx_93cx6.c_ahc_verify_cksum.c;1;11;14;0;2;3;19;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsiaic7xxxaic7xxx_93cx6.c_ahc_verify_cksum.c
extr_linuxdriversscsiaic94xxaic94xx_sds.c_asd_calc_flash_chksum.c;0;4;5;1;11;4;10;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsiaic94xxaic94xx_sds.c_asd_calc_flash_chksum.c
extr_linuxdriversscsich.c_ch_check_voltag.c;0;17;22;0;33;1;32;0;1;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsich.c_ch_check_voltag.c
extr_linuxdriversscsihpsa.c_board_id_in_array.c;0;8;10;0;11;4;14;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsihpsa.c_board_id_in_array.c
extr_linuxdriversscsihpsa.c_calc_bucket_map.c;0;11;15;0;196096;21;24;0;10;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsihpsa.c_calc_bucket_map.c
extr_linuxdriversscsihpsa.c_calc_bucket_map.c;1;11;15;0;341;21;24;0;10;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsihpsa.c_calc_bucket_map.c
extr_linuxdriversscsihpsa.c_calc_bucket_map.c;2;11;15;0;1;"0;7;26";24;0;10;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversscsihpsa.c_calc_bucket_map.c
