File Name;Execution;Number of vertices;Number of edges;Min count;Max count;Hottest blocks;Random hottest guess;Random hit;Nested hottest guess;Nested hit;Benchmark link
extr_FFmpeglibavcodecsbrdsp_fixed.c_sbr_neg_odd_64_c.c;0;5;6;1;33;1;11;0;1;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsbrdsp_fixed.c_sbr_neg_odd_64_c.c
extr_FFmpeglibavcodecsbrdsp_fixed.c_sbr_qmf_pre_shuffle_c.c;0;5;6;1;32;6;29;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsbrdsp_fixed.c_sbr_qmf_pre_shuffle_c.c
extr_FFmpeglibavcodecsbrdsp_template.c_sbr_sum64x5_c.c;0;5;6;1;65;1;30;0;1;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsbrdsp_template.c_sbr_sum64x5_c.c
extr_FFmpeglibavcodecscpr3.c_renew_table3.c;0;9;11;1;287;27;36;0;27;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecscpr3.c_renew_table3.c
extr_FFmpeglibavcodecscpr3.c_renew_table3.c;1;9;11;1;42;27;36;0;27;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecscpr3.c_renew_table3.c
extr_FFmpeglibavcodecscpr3.c_renew_table3.c;2;9;11;0;1;"0;11;38";36;0;27;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecscpr3.c_renew_table3.c
extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_horizontal_compose97i.c;0;15;19;0;127;"14;129";178;0;14;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_horizontal_compose97i.c
extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_horizontal_compose97i.c;1;15;19;0;5;"14;129";178;0;14;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_horizontal_compose97i.c
extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_vertical_compose97i.c;0;5;6;1;256;7;84;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_vertical_compose97i.c
extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_vertical_compose97i.c;1;5;6;1;11;7;84;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_vertical_compose97i.c
extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_vertical_compose97i.c;2;5;6;0;1;"0;7;84";84;1;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_ff_snow_vertical_compose97i.c
extr_FFmpeglibavcodecsnow_dwt.c_horizontal_compose53i.c;0;15;19;0;128;5;87;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_horizontal_compose53i.c
extr_FFmpeglibavcodecsnow_dwt.c_horizontal_compose53i.c;1;15;19;0;6;5;87;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_horizontal_compose53i.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iH0.c;0;5;6;1;256;4;20;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iH0.c;1;5;6;1;11;4;20;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iH0.c;2;5;6;0;1;"0;4;20";20;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iL0.c;0;5;6;1;256;4;21;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iL0.c;1;5;6;1;11;4;21;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iL0.c;2;5;6;0;1;"0;4;21";21;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose53iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH0.c;0;5;6;1;256;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH0.c;1;5;6;1;11;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH0.c;2;5;6;0;1;"0;4;25";25;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH1.c;0;5;6;1;256;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH1.c;1;5;6;1;11;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH1.c;2;5;6;0;1;"0;4;25";25;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iH1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL0.c;0;5;6;1;256;4;30;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL0.c;1;5;6;1;11;4;30;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL0.c;2;5;6;0;1;"0;4;30";30;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL1.c;0;5;6;1;256;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL1.c;1;5;6;1;11;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL1.c;2;5;6;0;1;"0;4;25";25;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_compose97iL1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iH0.c;0;5;6;1;256;4;20;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iH0.c;1;5;6;1;11;4;20;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iH0.c;2;5;6;0;1;"0;4;20";20;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iL0.c;0;5;6;1;256;4;21;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iL0.c;1;5;6;1;11;4;21;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iL0.c;2;5;6;0;1;"0;4;21";21;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose53iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH0.c;0;5;6;1;256;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH0.c;1;5;6;1;11;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH0.c;2;5;6;0;1;"0;4;25";25;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH1.c;0;5;6;1;256;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH1.c;1;5;6;1;11;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH1.c;2;5;6;0;1;"0;4;25";25;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL0.c;0;5;6;1;256;4;29;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL0.c;1;5;6;1;11;4;29;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL0.c;2;5;6;0;1;"0;4;29";29;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL0.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL1.c;0;5;6;1;256;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL1.c;1;5;6;1;11;4;25;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL1.c
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL1.c;2;5;6;0;1;"0;4;25";25;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iL1.c
extr_FFmpeglibavcodecsnowenc.c_pix_sum.c;0;9;11;1;65280;10;25;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnowenc.c_pix_sum.c
extr_FFmpeglibavcodecsnowenc.c_pix_sum.c;1;9;11;1;110;10;25;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnowenc.c_pix_sum.c
extr_FFmpeglibavcodecsnowenc.c_pix_sum.c;2;9;11;0;1;"0;8;27";25;0;10;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsnowenc.c_pix_sum.c
extr_FFmpeglibavcodectakdsp.c_decorrelate_ls.c;0;5;6;1;256;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectakdsp.c_decorrelate_ls.c
extr_FFmpeglibavcodectakdsp.c_decorrelate_ls.c;1;5;6;1;11;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectakdsp.c_decorrelate_ls.c
extr_FFmpeglibavcodectakdsp.c_decorrelate_ls.c;2;5;6;0;1;"0;3;16";16;1;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectakdsp.c_decorrelate_ls.c
extr_FFmpeglibavcodectakdsp.c_decorrelate_sm.c;0;5;6;1;256;3;20;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectakdsp.c_decorrelate_sm.c
extr_FFmpeglibavcodectakdsp.c_decorrelate_sm.c;1;5;6;1;11;3;20;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectakdsp.c_decorrelate_sm.c
extr_FFmpeglibavcodectakdsp.c_decorrelate_sm.c;2;5;6;0;1;"0;3;20";20;1;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectakdsp.c_decorrelate_sm.c
extr_FFmpeglibavcodectakdsp.c_decorrelate_sr.c;0;5;6;1;256;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectakdsp.c_decorrelate_sr.c
extr_FFmpeglibavcodectakdsp.c_decorrelate_sr.c;1;5;6;1;11;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectakdsp.c_decorrelate_sr.c
extr_FFmpeglibavcodectakdsp.c_decorrelate_sr.c;2;5;6;0;1;"0;3;16";16;1;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectakdsp.c_decorrelate_sr.c
extr_FFmpeglibavcodectruemotion2.c_tm2_high_chroma.c;0;9;11;1;6;9;38;0;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectruemotion2.c_tm2_high_chroma.c
extr_FFmpeglibavcodectruemotion2.c_tm2_high_chroma.c;1;9;11;1;6;9;38;0;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectruemotion2.c_tm2_high_chroma.c
extr_FFmpeglibavcodectwinvq.c_interpolate.c;0;5;6;1;11;8;16;0;8;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectwinvq.c_interpolate.c
extr_FFmpeglibavcodectwinvq.c_linear_perm.c;0;5;6;1;256;4;21;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectwinvq.c_linear_perm.c
extr_FFmpeglibavcodectwinvq.c_rearrange_lsp.c;0;8;10;0;10;5;37;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodectwinvq.c_rearrange_lsp.c
extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes10_c.c;0;9;11;1;65280;14;45;0;14;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes10_c.c
extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes10_c.c;1;9;11;1;110;14;45;0;14;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes10_c.c
extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes10_c.c;2;9;11;0;1;"0;12;47";45;0;14;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes10_c.c
extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes_c.c;0;9;11;1;65280;14;43;0;14;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes_c.c
extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes_c.c;1;9;11;1;110;14;43;0;14;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes_c.c
extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes_c.c;2;9;11;0;1;"0;12;45";43;0;14;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecutvideodsp.c_restore_rgb_planes_c.c
extr_FFmpeglibavcodecvc1dsp.c_vc1_inv_trans_8x8_c.c;0;9;11;1;9;"6;131";256;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvc1dsp.c_vc1_inv_trans_8x8_c.c
extr_FFmpeglibavcodecvc1dsp.c_vc1_inv_trans_8x8_c.c;1;9;11;1;9;"6;131";256;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvc1dsp.c_vc1_inv_trans_8x8_c.c
extr_FFmpeglibavcodecvc1dsp.c_vc1_inv_trans_8x8_c.c;2;9;11;1;9;"6;131";256;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvc1dsp.c_vc1_inv_trans_8x8_c.c
extr_FFmpeglibavcodecvorbis.c_ff_vorbis_nth_root.c;0;9;11;1;300;5;-134;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvorbis.c_ff_vorbis_nth_root.c
extr_FFmpeglibavcodecvorbis.c_ff_vorbis_nth_root.c;1;9;11;1;20;5;-134;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvorbis.c_ff_vorbis_nth_root.c
extr_FFmpeglibavcodecvorbisdec.c_ff_vorbis_inverse_coupling.c;0;14;18;0;256;3;69;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvorbisdec.c_ff_vorbis_inverse_coupling.c
extr_FFmpeglibavcodecvorbisdec.c_ff_vorbis_inverse_coupling.c;1;14;18;0;11;3;69;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvorbisdec.c_ff_vorbis_inverse_coupling.c
extr_FFmpeglibavcodecvorbisdec.c_ff_vorbis_inverse_coupling.c;2;14;18;0;1;"0;3;72";69;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvorbisdec.c_ff_vorbis_inverse_coupling.c
extr_FFmpeglibavcodecvp6.c_vp6_block_variance.c;0;9;11;1;20;9;30;0;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvp6.c_vp6_block_variance.c
extr_FFmpeglibavcodecvp9dsp_template.c_memset_bpc.c;0;5;6;1;11;3;9;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecvp9dsp_template.c_memset_bpc.c
extr_FFmpeglibavcodecxfaceenc.c_all_same.c;0;10;13;0;65280;11;26;0;11;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecxfaceenc.c_all_same.c
extr_FFmpeglibavcodecxfaceenc.c_all_same.c;1;10;13;0;110;11;26;0;11;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecxfaceenc.c_all_same.c
extr_FFmpeglibavfilteraf_adeclick.c_factorization.c;0;20;25;0;255;43;83;0;51;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_adeclick.c_factorization.c
extr_FFmpeglibavfilteraf_adeclick.c_factorization.c;1;20;25;0;10;43;83;0;51;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_adeclick.c_factorization.c
extr_FFmpeglibavfilteraf_adeclick.c_factorization.c;2;20;25;0;1;"0;7;86;87";83;0;51;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_adeclick.c_factorization.c
extr_FFmpeglibavfilteraf_afftdn.c_factor.c;0;13;16;1;5527040;27;47;0;27;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_afftdn.c_factor.c
extr_FFmpeglibavfilteraf_afftdn.c_factor.c;1;13;16;1;330;27;47;0;27;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_afftdn.c_factor.c
extr_FFmpeglibavfilteraf_afftdn.c_factor.c;2;13;16;0;1;"0;4;50";47;0;27;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_afftdn.c_factor.c
extr_FFmpeglibavfilteraf_afftdn.c_solve.c;0;17;21;1;32639;"11;51";66;0;11;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_afftdn.c_solve.c
extr_FFmpeglibavfilteraf_afftdn.c_solve.c;1;17;21;1;54;"11;51";66;0;11;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_afftdn.c_solve.c
extr_FFmpeglibavfilteraf_aiir.c_multiply.c;0;5;6;1;256;5;47;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_aiir.c_multiply.c
extr_FFmpeglibavfilteraf_aiir.c_multiply.c;1;5;6;1;11;5;47;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_aiir.c_multiply.c
extr_FFmpeglibavfilteraf_superequalizer.c_process_param.c;0;11;14;0;2;3;38;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteraf_superequalizer.c_process_param.c
extr_FFmpeglibavfilterasrc_sinc.c_invert.c;0;5;6;1;256;2;12;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilterasrc_sinc.c_invert.c
extr_FFmpeglibavfilterasrc_sinc.c_invert.c;1;5;6;1;11;2;12;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilterasrc_sinc.c_invert.c
extr_FFmpeglibavfilteravf_showvolume.c_find_rms.c;0;5;6;1;256;4;19;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteravf_showvolume.c_find_rms.c
extr_FFmpeglibavfilteravf_showvolume.c_find_rms.c;1;5;6;1;11;4;19;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteravf_showvolume.c_find_rms.c
extr_FFmpeglibavfilteravf_showvolume.c_find_rms.c;2;5;6;0;1;"0;4;19";19;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfilteravf_showvolume.c_find_rms.c
extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row16.c;0;5;6;1;256;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row16.c
extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row16.c;1;5;6;1;11;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row16.c
extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row16.c;2;5;6;0;1;"0;3;16";16;1;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row16.c
extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row8.c;0;5;6;1;256;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row8.c
extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row8.c;1;5;6;1;11;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row8.c
extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row8.c;2;5;6;0;1;"0;3;16";16;1;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_fftdnoiz.c_import_row8.c
extr_FFmpeglibavfiltervf_fspp.c_mul_thrmat_c.c;0;5;6;1;65;3;13;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_fspp.c_mul_thrmat_c.c
extr_FFmpeglibavfiltervf_fspp.c_mul_thrmat_c.c;1;5;6;1;65;3;13;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_fspp.c_mul_thrmat_c.c
extr_FFmpeglibavfiltervf_midequalizer.c_compute_contrast_change.c;0;12;15;0;256;5;29;0;8;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_midequalizer.c_compute_contrast_change.c
extr_FFmpeglibavfiltervf_midequalizer.c_compute_contrast_change.c;1;12;15;0;11;5;29;0;8;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_midequalizer.c_compute_contrast_change.c
extr_FFmpeglibavfiltervf_pp7.c_dctA_c.c;0;5;6;1;5;5;57;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavfiltervf_pp7.c_dctA_c.c
